CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
-0.2719091870765387,-0.48301656602763754,-0.43522196784907596,-0.2565146892155054,-0.1650219863898122,-0.17622409778137504,0.812054992921636,0.11655378526250833,-0.6254735117387424,-0.5944329780843041,1.1470781465130668,0.4475222400746147,0.8241982541466357
-0.4029269127373043,2.988079196305515,-1.3322597126595581,-0.2565146892155054,-1.2136770092397964,1.8920001936598567,-1.9079948082746656,1.246040239339305,-0.8554019000394266,-0.3480010459359269,-1.716061304801043,0.4313711247668303,-1.3275563225325633
0.12478547538398119,-0.48301656602763754,1.0270523264737392,-0.2565146892155054,0.6278635186918826,-1.827422237814839,1.1091130633154425,-1.1859685553073238,1.6738103712680996,1.5633490619466082,0.783504882854132,0.2203440523901188,-1.3068796289706235
-0.40099633024305464,-0.48301656602763754,-0.8683252979948897,-0.2565146892155054,-0.36111195001216706,-0.3241556717604828,-1.2351403837682122,1.1058087651446933,-0.5105093175884003,-1.0933073773115065,0.783504882854132,0.4475222400746147,-0.652117666175864
-0.0056273199997185315,-0.48301656602763754,1.0270523264737392,-0.2565146892155054,1.3269668672585382,0.15345198137206378,0.6939475673433756,-0.5778555309284421,1.6738103712680996,1.5633490619466082,0.783504882854132,0.38939947643410083,0.2631706354993367
-0.3745579552895718,-0.48301656602763754,-0.5468011308696925,-0.2565146892155054,-0.5486762630422456,-0.787674603561685,0.1893067489635351,0.48311600196651255,-0.5105093175884003,-0.7146436766932686,0.5108249351099321,0.3862117563075643,-0.13795721960229487
0.58890443285808,-0.48301656602763754,1.0270523264737392,-0.2565146892155054,1.2161334095589462,-1.0300006104607948,1.1091130633154425,-1.0638632428631922,1.6738103712680996,1.5633490619466082,0.783504882854132,0.4475222400746147,1.49688001802841
0.03812353182764661,-0.48301656602763754,1.2443380649875708,-0.2565146892155054,2.6740196608381925,-1.1258039155139303,1.1091130633154425,-1.1469086469700118,-0.5105093175884003,-0.017421624761274585,-1.716061304801043,0.4475222400746147,1.8856018569928776
-0.17207080156393517,-0.48301656602763754,1.2443380649875708,-0.2565146892155054,2.6740196608381925,-0.9003843742124334,1.1091130633154425,-1.0952884906806009,-0.5105093175884003,-0.017421624761274585,-1.716061304801043,-1.9712135346036737,0.5388598829918668
-0.22903705329027832,-0.48301656602763754,1.5834799946949711,-0.2565146892155054,0.5681839645459485,-1.758387503291255,1.1091130633154425,-1.1333140256571517,-0.6254735117387424,0.186936562873965,1.2379714624278002,0.4475222400746147,2.986980400725536
0.633131437318556,-0.48301656602763754,1.0270523264737392,-0.2565146892155054,1.1564538554130122,0.19290040109982512,1.1091130633154425,-1.0349993005105256,1.6738103712680996,1.5633490619466082,0.783504882854132,0.2266132353056408,1.0433712059031972
1.6303779369505016,-0.48301656602763754,1.0270523264737392,-0.2565146892155054,0.33799139855448845,-2.3092565073467877,1.1091130633154425,-1.0769160495585108,1.6738103712680996,1.5633490619466082,0.783504882854132,-3.4639166125231307,2.9814666157756853
-0.39022554124907105,-0.48301656602763754,-1.0356940425258143,-0.2565146892155054,-0.40374020297354857,-0.9792812136679573,0.6975265802396863,-0.5635713273750746,-0.5105093175884003,-0.6605488623192345,-0.8525748036110723,0.4475222400746147,0.2686844204491872
0.009926638626879184,-0.48301656602763754,1.0270523264737392,-0.2565146892155054,1.812928951018287,-0.022657035269730473,0.7905809155437701,-0.7116344855868774,1.6738103712680996,1.5633490619466082,0.783504882854132,-0.043917946099750936,0.19976210857605464
-0.3633651219162399,-0.48301656602763754,2.135503222270652,-0.2565146892155054,0.20158098907806768,-0.9215174562094482,0.9516364958777616,-0.9767788570619722,-0.8554019000394266,-1.3096866348076426,0.28359164532309805,0.047888393544498586,2.0013913409397404
7.552320699903042,-0.48301656602763754,1.0270523264737392,-0.2565146892155054,1.037094747121145,-0.43686544241123126,1.1091130633154425,-0.9544166901198037,1.6738103712680996,1.5633490619466082,0.783504882854132,-3.595038167061329,1.0861030392645399
0.30231898463938084,-0.48301656602763754,1.0270523264737392,3.888762688507062,0.6278635186918826,1.05513014657805,1.0196377409076693,-1.25005044780019,1.6738103712680996,1.5633490619466082,0.783504882854132,0.3959874313622762,-1.348233016094503
-0.39828550672954827,2.4621555959520065,-1.3014286281407035,-0.2565146892155054,-1.3415617681239405,0.10977694524489799,-1.750518240836985,2.0133482495267523,-0.5105093175884003,-0.28789569663144465,-1.6706146468436753,0.14298871065283517,-1.07116532236451
-0.4015547274218847,2.988079196305515,-1.3322597126595581,-0.2565146892155054,-1.2136770092397964,-0.14804665511868859,-1.0955588808120862,1.246040239339305,-0.8554019000394266,-0.3480010459359269,-1.716061304801043,0.4142636934210847,-0.7320675479486978
-0.3891953200974311,-0.48301656602763754,-0.37355979881136686,-0.2565146892155054,-0.31848369705078555,0.6479661001022221,0.3897314711569471,-0.4740734037320786,-0.5105093175884003,-0.13162178843979083,1.1016314885556995,0.424783169838655,-0.45775674669363003
3.670356498657387,-0.48301656602763754,1.0270523264737392,-0.2565146892155054,1.037094747121145,-0.09169176979331435,0.3467833164012159,-0.9247153979036636,1.6738103712680996,1.5633490619466082,0.783504882854132,-3.569855178061691,0.24525083441232218
-0.4022927640032066,2.67252503609341,-1.197190199529338,-0.2565146892155054,-1.1028435515402046,0.46199497852848653,-1.6896750215996994,0.8180559473558203,-0.7404377058890845,-0.9250123992589564,-0.07998161833583681,0.4340275582056107,-1.1607643277995823
-0.40335869660232987,3.514002796659023,-1.41447593804317,-0.2565146892155054,-1.3159848163471115,1.2227859304210378,-1.9724170404082624,1.9274460047092592,-0.7404377058890845,-0.02343215969172281,-0.6707881717816058,0.3136379947600852,-1.1428445267125678
-0.4045988577785687,0.27431341848141383,-1.2911515999677519,-0.2565146892155054,-0.1650219863898122,0.4338175358658001,-0.1363834246007587,0.17226217912064162,-0.9703660941897688,-0.6605488623192345,-1.4433813570568412,0.4475222400746147,-1.0697868761270473
-0.40199192211228657,-0.48301656602763754,-0.8683252979948897,-0.2565146892155054,-0.36111195001216706,-0.5242155146655616,-0.3368081467941704,0.9234142625304868,-0.5105093175884003,-1.0933073773115065,0.783504882854132,0.4253144565264112,-0.3006138756228877
0.6577809934026471,-0.48301656602763754,1.0270523264737392,-0.2565146892155054,0.9688895423829346,0.7423605330222228,1.0661649085597114,-1.1734083073552246,1.6738103712680996,1.5633490619466082,0.783504882854132,0.4475222400746147,1.171566705987224
-0.3957283506567277,0.04290703432587035,-0.47486193365903184,-0.2565146892155054,-0.2843810946816804,-0.3593774750888422,-0.08627724405240607,0.8965698110250201,-0.5105093175884003,-0.5703908383625111,-1.4888280150142088,0.43370878619295733,-0.04284442921737198
-0.4023295576157652,-0.48301656602763754,-0.5923136842070491,-0.2565146892155054,-0.7532918772568769,1.2932295370777553,-0.2831229533495066,0.6042854527985271,-0.8554019000394266,-0.9851177485634386,-0.3072149081226709,0.4042755036912706,-1.2007392686859992
-0.3325710325348676,-0.48301656602763754,-0.43522196784907596,-0.2565146892155054,-0.1650219863898122,-0.6397430295825784,0.7619488123732828,0.4638569551066276,-0.6254735117387424,-0.5944329780843041,1.1470781465130668,0.23479505029708408,0.28522577529873916
-0.3860386445729208,-0.48301656602763754,-0.2076592011622926,-0.2565146892155054,0.23568359144717288,-0.9835078300673605,0.16067464579304783,-0.6602113527947542,-0.39554512343805825,-0.08954804392665328,0.3290383032804639,0.4355151609313275,0.32520071618515595
-0.4003156484107211,1.7258625554570954,-0.8492393885308369,-0.2565146892155054,-1.298933515162559,0.06751078125086828,-0.8378699522776997,1.7618477552388392,-0.39554512343805825,-0.6785804671105792,-0.8525748036110723,0.4475222400746147,-0.7086339619118327
0.1455576340034442,-0.48301656602763754,1.0270523264737392,-0.2565146892155054,1.3269668672585382,0.042151082854448935,0.8156340058179467,-0.6758254649548148,1.6738103712680996,1.5633490619466082,0.783504882854132,0.3220323244266307,0.6243235497145513
0.4336364700259912,-0.48301656602763754,1.0270523264737392,-0.2565146892155054,1.3269668672585382,0.047786571386986984,0.5257339612167621,-0.47146284239301484,1.6738103712680996,1.5633490619466082,0.783504882854132,-0.877400501851475,0.4809651410184357
